name,role_name,team_value,championships,value_rank,brand_value,sport_value,market_value,debt_to_value,operating_income,revenue,gate_receipts,revenue_per_fan,metro_area_pop,capacity,average_ticket_price,profile,gender,birthdate,mvp_index,reach_score,engagement_score,conversation_score,primary_role,role_name,status,delta_mvp_index,delta_reach_score,delta_engagement_score,delta_conversation_score,facebook_comment_rate,facebook_likes,facebook_post_like_rate,facebook_post_rate,facebook_share_rate,facebook_talking_about,google_plus_activities,google_plus_plus_ones,google_plus_replies,google_plus_shares,instagram_followers,instagram_following,instagram_photos,twitter_followers,twitter_following,twitter_mentions,twitter_mention_rate,twitter_retweet_rate,twitter_tweets,you_tube_interactions,you_tube_subscribers,you_tube_videos,you_tube_views
"University of California, Berkeley Football",Team (NCAA),,,,,,,,,,,,,,,,null,null,0.405148133,3.195208131,4.90775452,7.792338789,127,Team (NCAA),active,-0.000398204,-0.004647216,-0.003316866,0,null,null,null,null,null,null,null,null,null,null,null,null,null,21388,386,null,308,942,11921,null,null,null,null
University of Pittsburgh Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.403629845,3.22591517,4.846681738,7.534104602,127,Team (NCAA),active,0.003843061,-0.000549122,0.077410341,0,null,null,null,null,null,null,null,null,null,null,4616,95,402,16462,399,null,1054,1908,7582,null,null,null,null
Vanderbilt University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.396554837,2.258809251,5.672287493,7.044044704,127,Team (NCAA),active,-0.000741005,-0.003738119,-0.011081984,0,null,null,null,null,null,null,null,null,null,null,null,null,null,13291,112,null,2360,2192,11499,null,null,null,null
University of Maryland Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.390447214,4.877336897,2.931607388,6.387579191,127,Team (NCAA),active,0.000523692,-0.001550789,0.012024638,0,109,76195,6146,15,527,3200,null,null,null,null,null,null,null,20369,378,null,68,227,2204,null,null,null,null
Arizona State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.387661512,2.475930939,5.277299291,6.977878855,127,Team (NCAA),active,-2.17E-05,-0.00096053,0.000527069,0,null,10694,null,null,null,54,null,null,null,null,2653,81,84,8755,400,null,226,774,13759,null,null,null,null
Virginia Tech Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.382874508,2.737315069,4.920175083,7.688678557,127,Team (NCAA),active,-0.002143904,0.001022251,-0.043900326,0,null,null,null,null,null,null,null,null,null,null,2966,28,432,13808,98,null,1129,4842,7220,null,null,null,null
Stanford University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.378989545,2.524110419,5.055680479,7.701954402,127,Team (NCAA),active,0.000994578,0.001798374,0.018093194,0,70,12536,1484,26,146,1136,null,null,null,null,3345,114,602,7805,395,null,209,994,10077,null,null,null,null
Syracuse University Football ,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.372570349,3.864854531,3.58655244,7.149947832,127,Team (NCAA),active,-0.000971151,0.003945635,-0.023368653,0,null,null,null,null,null,null,null,null,null,null,8845,66,459,18675,258,null,85,528,5729,null,null,null,null
Georgetown University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.370269449,3.295863582,4.109525388,8.184406054,127,Team (NCAA),active,-0.002092381,-0.001919062,-0.03992855,0,52,25479,1337,8,98,443,null,null,null,null,null,null,null,14702,368,null,361,1077,7170,null,null,null,null
Wake Forest University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.36964877,3.19237633,4.200599072,6.75669667,127,Team (NCAA),active,-0.000494929,-0.000781539,-0.009117043,0,95,10261,1495,9,189,401,null,null,null,null,5752,48,307,11745,112,null,122,1064,7684,null,null,null,null
Texas Tech University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.353479038,1.33795335,5.731627407,6.930603894,127,Team (NCAA),active,-0.000920618,-0.000166327,-0.018246033,0,735,7910,17250,61,5914,897,null,null,null,null,null,null,null,4648,79,null,1832,4206,4052,null,null,null,null
University of Hawaii Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.351799268,1.159815324,5.876170044,6.497027566,127,Team (NCAA),active,-0.003323036,0.000657082,-0.067117809,0,753,9294,23651,57,5313,1963,null,null,null,null,null,null,null,3173,71,null,2103,3149,3058,null,null,null,null
Wake Forest University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.344578867,2.878949099,4.012628243,6.522592881,127,Team (NCAA),active,-0.000455514,0.000394451,-0.009504735,0,null,null,null,null,null,null,null,null,null,null,3892,29,255,14005,56,null,44,138,8818,null,null,null,null
Northwestern University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.331081373,2.223267537,4.398359932,7.988058544,127,Team (NCAA),active,-0.001350793,0.000400574,-0.027416427,0,118,6281,3293,30,389,145,null,null,null,null,2780,104,387,7976,390,null,301,639,6437,null,null,null,null
Colorado State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.325491845,2.242421536,4.267415372,7.531564133,127,Team (NCAA),active,-0.001006833,-0.003000903,-0.017135759,0,35,11097,1433,14,169,47,null,null,null,null,null,null,null,9817,362,null,172,654,8633,null,null,null,null
University of Wyoming Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.317869426,3.938669285,2.418719239,6.505276556,127,Team (NCAA),active,0.001529876,0.003461755,0.02713576,0,82,32793,2569,10,432,1145,null,null,null,null,3412,36,135,15833,185,null,154,284,1935,null,null,null,null
Marshall University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.31221702,2.464483752,3.77985664,7.896585925,127,Team (NCAA),active,-0.000317567,-0.003221089,-0.003130247,0,null,null,null,null,null,null,null,null,null,null,null,null,null,14897,208,null,147,346,7864,null,null,null,null
University of Montana Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.31117696,2.449619504,3.773919688,7.874769628,127,Team (NCAA),active,3.97E-05,-0.000694799,0.001488636,0,null,null,null,null,null,null,null,null,null,null,null,null,null,14778,1473,null,38,215,5252,null,null,null,null
Appalachian State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.306445092,4.213199122,1.91570271,6.512259929,127,Team (NCAA),active,-0.00015812,-0.000814229,-0.002348167,0,7,45207,460,1,16,36,null,null,null,null,5794,21,234,12952,80,null,92,612,1919,null,null,null,null
University of Wyoming Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.306203369,1.83875241,4.285314977,6.89607645,127,Team (NCAA),active,-0.000647745,-0.00143237,-0.011522534,0,242,18147,8817,14,2785,2416,null,null,null,null,null,null,null,4785,91,null,474,1004,5030,null,null,null,null
"California State University, Fresno Football",Team (NCAA),,,,,,,,,,,,,,,,null,null,0.306099254,2.971016508,3.150968572,6.690206542,127,Team (NCAA),active,0.000124635,-0.003812295,0.006304996,0,null,null,null,null,null,null,null,null,null,null,null,null,null,19253,263,null,72,461,5700,null,null,null,null
Georgia Institute of Technology Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.301350599,2.61320525,3.413806721,7.791032439,127,Team (NCAA),active,2.96E-05,-0.003406764,0.003998879,0,null,null,null,null,null,null,null,null,null,null,null,null,null,16114,309,null,176,786,5990,null,null,null,null
United States Military Academy Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.29719012,2.541112686,3.402689715,9.064311862,127,Team (NCAA),active,-0.000267265,-0.004051703,-0.0012936,0,null,null,null,null,null,null,null,null,null,null,null,null,null,15518,185,null,44,85,6987,null,null,null,null
Texas Christian University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.294916623,1.583765758,4.314566695,9.337682165,127,Team (NCAA),active,-0.000537618,-0.000819754,-0.0099326,0,66,5614,1787,27,401,1826,null,null,null,null,743,103,206,6035,416,null,466,1431,5922,null,null,null,null
University of Southern California Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.289550983,1.571845946,4.219173705,6.733763615,127,Team (NCAA),active,-0.002239277,-0.00252015,-0.042265394,0,null,null,null,null,null,null,null,null,null,null,null,null,null,8495,138,null,1555,3847,4110,null,null,null,null
Rutgers University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.272623013,1.95568022,3.49678004,9.213379121,127,Team (NCAA),active,-0.000312555,-0.000529663,-0.005721431,0,44,4411,1052,15,175,503,null,null,null,null,3134,36,386,6191,159,null,403,826,4366,null,null,null,null
Washington State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.268874241,1.641470038,3.736014787,6.595806203,127,Team (NCAA),active,-0.000159982,-0.002116866,-0.001082782,0,null,null,null,null,null,null,null,null,null,null,1481,142,266,7267,162,null,70,350,6546,null,null,null,null
Marshall University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.267882613,1.118385213,4.239267054,6.448398601,127,Team (NCAA),active,-0.000201335,6.71E-05,-0.004093845,0,null,null,null,null,null,null,null,null,null,null,1605,89,535,3917,227,null,264,2066,6754,null,null,null,null
Boise State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.253970634,1.349520578,3.729892109,6.670575643,127,Team (NCAA),active,-0.000273095,-0.002496146,-0.002965759,0,null,null,null,null,null,null,null,null,null,null,null,null,null,7106,82,null,129,906,7703,null,null,null,null
University of New Mexico Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.2537718,1.430335226,3.645100771,6.497027566,127,Team (NCAA),active,4.60E-05,-0.001719065,0.002638565,0,22,2672,701,46,137,212,null,null,null,null,null,null,null,6796,1783,null,52,409,3319,null,null,null,null
"California State University, Fresno Basketball",Team (NCAA),,,,,,,,,,,,,,,,null,null,0.251084722,0.64317022,4.378524223,6.416551453,127,Team (NCAA),active,-0.00405056,-0.001286976,-0.079724223,0,null,null,null,null,null,null,null,null,null,null,null,null,null,3131,189,null,1595,3508,4796,null,null,null,null
Kansas State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.25003145,4.257017949,0.743611056,7.792341437,127,Team (NCAA),active,-0.000315968,-0.005224242,-0.001095111,0,null,null,null,null,null,null,null,null,null,null,null,null,null,33764,87,null,42,22,854,null,null,null,null
University of Montana Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.223896427,0.858972413,3.618956123,6.497027566,127,Team (NCAA),active,-0.000583812,-0.001473637,-0.0102026,0,69,2025,1662,53,461,320,null,null,null,null,null,null,null,3669,1039,null,134,800,4018,null,null,null,null
Utah State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.221277191,0.984942414,3.440601413,6.411369865,127,Team (NCAA),active,-0.000836485,-0.00124301,-0.015486692,0,15,1211,162,5,78,53,null,null,null,null,null,null,null,4611,222,null,39,485,6685,null,null,null,null
University of Hawaii Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.220656816,2.179998873,2.233137454,7.143713691,127,Team (NCAA),active,-0.000283513,-0.003644485,-0.002025773,0,null,null,null,null,null,null,null,null,null,null,null,null,null,12698,243,null,62,111,3433,null,null,null,null
University of Nevada Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.213014364,2.323130281,1.937156997,5.807352917,127,Team (NCAA),active,0.001354598,0.006044552,0.021047415,0,null,null,null,null,null,null,null,null,null,null,null,null,null,13784,149,null,62,240,2885,null,null,null,null
Appalachian State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.204597951,0.917171653,3.174787369,7.139158351,127,Team (NCAA),active,-0.000793054,-0.001010004,-0.014851067,0,1,3300,13,1,0,9,null,null,null,null,897,527,102,2587,281,null,134,525,1908,null,null,null,null
University of Nevada Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.198667757,0.532707176,3.440647957,6.661601994,127,Team (NCAA),active,0.000399277,-0.000881397,0.008866944,0,null,null,null,null,null,null,null,null,null,null,null,null,null,2563,399,null,963,1272,3504,null,null,null,null
"University of Nevada, Las Vegas Football",Team (NCAA),,,,,,,,,,,,,,,,null,null,0.193239582,1.781826309,2.082965339,6.554020011,127,Team (NCAA),active,-0.000708665,-0.002159453,-0.01201384,0,47,11302,1091,7,350,148,null,null,null,null,null,null,null,6464,647,null,155,240,1259,null,null,null,null
Boston College Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.185512097,0.939790165,2.770451782,5.834381172,127,Team (NCAA),active,-0.000226612,-0.001338398,-0.003193835,0,null,null,null,null,null,null,null,null,null,null,614,16,57,4029,115,null,192,363,4431,null,null,null,null
United States Air Force Academy Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.167292113,1.291470037,2.054372222,5.641805177,127,Team (NCAA),active,-0.000282439,-0.002404832,-0.003243948,0,null,null,null,null,null,null,null,null,null,null,null,null,null,6755,235,null,57,871,2612,null,null,null,null
Kansas State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.16487413,1.084712888,2.212769717,6.87402264,127,Team (NCAA),active,0.000176039,0.000470534,0.003050237,0,null,null,null,null,null,null,null,null,null,null,1780,60,400,3525,224,null,309,700,1231,null,null,null,null
United States Military Academy Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.142808385,0.351622382,2.504545315,6.616805178,127,Team (NCAA),active,-0.000225023,-0.000725561,-0.003774906,0,null,null,null,null,null,null,null,null,null,null,null,null,null,1660,148,null,178,573,3772,null,null,null,null
University of Delaware Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.14114423,1.163129984,1.659754615,6.75669667,127,Team (NCAA),active,-0.000245089,0.001094138,-0.005995919,0,36,12802,1665,14,182,471,null,null,null,null,null,null,null,2131,239,null,34,265,1362,null,null,null,null
Montana State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.141101549,1.329499411,1.492531576,6.443293949,127,Team (NCAA),active,-2.74E-05,-0.000203969,-0.000344649,0,4,7548,255,3,30,293,null,null,null,null,null,null,null,4706,420,null,30,94,1323,null,null,null,null
Georgetown University Foobtall,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.14055355,0.662690128,2.148380875,6.644888678,127,Team (NCAA),active,-0.000127443,-0.001108361,-0.001440497,0,0,2030,64,6,4,3,null,null,null,null,null,null,null,2620,655,null,21,38,2361,null,null,null,null
Georgia Institute of Technology Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.134275543,0.508005346,2.177505523,6.501146821,127,Team (NCAA),active,0.000669127,0.000688615,0.012693929,0,317,8076,7617,77,916,2833,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
San Jose State University Basketball ,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.133899439,0.293504169,2.384484616,7.877748425,127,Team (NCAA),active,-7.13E-05,-0.000281883,-0.001143876,0,null,null,null,null,null,null,null,null,null,null,363,360,28,966,489,null,96,271,674,null,null,null,null
"University of Nevada, Las Vegas Basketball",Team (NCAA),,,,,,,,,,,,,,,,null,null,0.118537505,1.460644168,0.910105937,6.539329109,127,Team (NCAA),active,-0.011089689,0.000681726,-0.222475511,0,178,25817,2475,12,524,876,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
San Diego State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.091600873,1.22173299,0.610284479,6.497027566,127,Team (NCAA),active,-0.00018992,-0.001915154,-0.00188325,0,5,2950,235,7,19,15,null,null,null,null,null,null,null,5449,96,null,39,95,443,null,null,null,null
San Jose State University Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.077637367,0.622365594,0.930381743,6.501146821,127,Team (NCAA),active,-0.000152266,-0.001248121,-0.001797204,0,null,null,null,null,null,null,null,null,null,null,null,null,null,3023,207,null,62,107,800,null,null,null,null
Montana State University Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.071912769,0.258352968,1.179902421,6.243686767,127,Team (NCAA),active,-0.000167623,-0.000538267,-0.002814184,0,null,null,null,null,null,null,null,null,null,null,null,null,null,1208,354,null,136,3,777,null,null,null,null
University of Texas at El Paso Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.071530966,0.572820108,0.857799207,6.826992986,127,Team (NCAA),active,0.000679809,0.000541695,0.013054478,0,132,9169,2593,7,874,929,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
University of Delaware Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.057465689,0.268663705,0.880650079,5.708419221,127,Team (NCAA),active,-0.0001525,-0.000315779,-0.002734227,0.81199809,15,2663,140,7,81,4,null,null,null,null,null,null,null,454,41,null,61,417,795,null,null,null,null
United States Air Force Academy Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,0.052346894,0.157736421,0.889201468,6.372254916,127,Team (NCAA),active,-0.000149973,-0.000332038,-0.002667426,0,null,null,null,null,null,null,null,null,null,null,null,null,null,730,156,null,112,135,697,null,null,null,null
University of Connecticut Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,null,null,null,null,127,Team (NCAA),active,null,null,null,null,15,6168,690,5,87,194,null,null,null,null,null,null,null,19600,8,null,106,282,7014,null,null,null,null
University of Cincinnati Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,null,null,null,null,127,Team (NCAA),active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14579,394,null,108,696,5907,null,null,null,null
University of Houston Football,Team (NCAA),,,,,,,,,,,,,,,,null,null,null,null,null,null,127,Team (NCAA),active,null,null,null,null,444,66115,18355,53,1248,5433,null,null,null,null,null,null,null,29029,396,null,418,2858,15835,null,null,null,null
University of New Mexico Basketball ,Team (NCAA),,,,,,,,,,,,,,,,null,null,null,null,null,null,127,Team (NCAA),active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9774,305,null,173,648,6254,null,null,null,null
Brigham Young University Athletics,Team (NCAA),,,,,,,,,,,,,,,,null,null,null,null,null,null,127,Team (NCAA),active,null,null,null,null,2,31286,138,2,4,145,null,null,null,null,52841,84,2265,51785,189,null,320,444,21250,7661,9096,3524,6698693
University of Houston Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,null,null,null,null,127,Team (NCAA),active,null,null,null,null,401,8789,8335,81,1131,334,null,null,null,null,null,null,null,6543,182,null,811,2081,18134,null,null,null,null
University of Cincinnati Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,null,null,null,null,127,Team (NCAA),active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3991,287,null,673,727,503,null,null,null,null
University of Connecticut Basketball,Team (NCAA),,,,,,,,,,,,,,,,null,null,null,null,null,null,127,Team (NCAA),active,null,null,null,null,929,101799,72608,43,20131,984,null,null,null,null,null,null,null,49333,90,null,3083,7700,6815,null,null,null,null
University of Mississippi Football ,Team (NCAA),,,,,,,,,,,,,,,,null,null,null,null,null,null,127,Team (NCAA),active,null,null,null,null,83,142345,6639,21,1493,7242,null,null,null,null,null,null,null,109603,257,null,995,1874,7176,null,null,null,null
